Code	Repository	GeneName	GeneSymbol	MotifLength
M03939	TRANSFAC_v2017.1	ZNF740	ZNF740	10
M03940	TRANSFAC_v2017.1	ZNF75A	ZNF75A	12
M03949	TRANSFAC_v2017.1	TFCP2	TFCP2	16
M03950	TRANSFAC_v2017.1	CDP	CUX1|NPPA	17
M03951	TRANSFAC_v2017.1	CDP	CUX1|NPPA	18
M03953	TRANSFAC_v2017.1	CUX2	CUX2	18
M03958	TRANSFAC_v2017.1	E2F2	E2F2	18
M03959	TRANSFAC_v2017.1	E2F2	E2F2	18
M03960	TRANSFAC_v2017.1	E2F-3	E2F3	18
M03962	TRANSFAC_v2017.1	E2F-3	E2F3	18
M03966	TRANSFAC_v2017.1	ELF1	ELF1	12
M03970	TRANSFAC_v2017.1	ELK1	ELK1	10
M03971	TRANSFAC_v2017.1	ELK1	ELK1	17
M03973	TRANSFAC_v2017.1	ELK4	ELK4	10
M03975	TRANSFAC_v2017.1	ERG	ERG	10
M03976	TRANSFAC_v2017.1	ERG	ERG	14
M03977	TRANSFAC_v2017.1	ETS1	ETS1	10
M03978	TRANSFAC_v2017.1	ETS1	ETS1	18
M03989	TRANSFAC_v2017.1	FLI1	FLI1	14
M03990	TRANSFAC_v2017.1	GABPA	GABPA	10
M03992	TRANSFAC_v2017.1	SPDEF	SPDEF	15
M03993	TRANSFAC_v2017.1	SPDEF	SPDEF	16
M03995	TRANSFAC_v2017.1	SPIB	SPIB	14
M03997	TRANSFAC_v2017.1	GATA3	GATA3	8
M04004	TRANSFAC_v2017.1	Sox-9	SOX9	9
M04005	TRANSFAC_v2017.1	TCF7L1	TCF7L1	12
M04011	TRANSFAC_v2017.1	HSFY1	HSFY1	15
M04013	TRANSFAC_v2017.1	HSFY1	HSFY1	15
M04015	TRANSFAC_v2017.1	IRF-4	IRF4	15
M04016	TRANSFAC_v2017.1	IRF5	IRF5	14
M04019	TRANSFAC_v2017.1	IRF7	IRF7	17
M04028	TRANSFAC_v2017.1	MEIS2	MEIS2	14
M04042	TRANSFAC_v2017.1	MYBL1	MYBL1	12
M04044	TRANSFAC_v2017.1	MYBL1	MYBL1	11
M04045	TRANSFAC_v2017.1	MYBL1	MYBL1	17
M04046	TRANSFAC_v2017.1	MYBL2	MYBL2	14
M04047	TRANSFAC_v2017.1	MYBL2	MYBL2	16
M04048	TRANSFAC_v2017.1	MYBL2	MYBL2	11
M04050	TRANSFAC_v2017.1	NFAT5	NFAT5	14
M04051	TRANSFAC_v2017.1	NFATc1	NFATC1	20
M04052	TRANSFAC_v2017.1	NFATc1	NFATC1	15
M04053	TRANSFAC_v2017.1	NFATc1	NFATC1	14
M04056	TRANSFAC_v2017.1	NF-1A	NFIX	15
M04057	TRANSFAC_v2017.1	NFIB	NFIB	15
M04058	TRANSFAC_v2017.1	NFIX	NFIX	15
M04059	TRANSFAC_v2017.1	NRF-1	NRF1	12
M04061	TRANSFAC_v2017.1	Pax-2	PAX2	18
M04063	TRANSFAC_v2017.1	Pax-4	PAX4	8
M04064	TRANSFAC_v2017.1	Pax-5	PAX5	18
M04065	TRANSFAC_v2017.1	Pax-6	PAX6	19
M04068	TRANSFAC_v2017.1	POU1F1	POU1F1	17
M04071	TRANSFAC_v2017.1	POU2F1	POU2F1	14
M04072	TRANSFAC_v2017.1	POU2F2	POU2F2	11
M04073	TRANSFAC_v2017.1	POU2F2	POU2F2	14
M04074	TRANSFAC_v2017.1	POU2F3	POU2F3	9
M04075	TRANSFAC_v2017.1	POU2F3	POU2F3	12
M04077	TRANSFAC_v2017.1	POU3F1	POU3F1	12
M04078	TRANSFAC_v2017.1	POU3F2	POU3F2	13
M04082	TRANSFAC_v2017.1	POU3F3	POU3F3	12
M04089	TRANSFAC_v2017.1	POU5F1B	POU5F1B	12
M04090	TRANSFAC_v2017.1	POU6F2	POU6F2	16
M04091	TRANSFAC_v2017.1	POU6F2	POU6F2	10
M04096	TRANSFAC_v2017.1	RFX2	RFX2	15
M04098	TRANSFAC_v2017.1	RFX3	RFX3	15
M04102	TRANSFAC_v2017.1	RFX5	RFX5	16
M04106	TRANSFAC_v2017.1	RUNX2	RUNX2	16
M04107	TRANSFAC_v2017.1	RUNX2	RUNX2	18
M04109	TRANSFAC_v2017.1	RUNX3	RUNX3	16
M04110	TRANSFAC_v2017.1	RUNX3	RUNX3	18
M04113	TRANSFAC_v2017.1	GMEB2	GMEB2	14
M04114	TRANSFAC_v2017.1	GMEB2	GMEB2	15
M04116	TRANSFAC_v2017.1	EOMES	EOMES	20
M04118	TRANSFAC_v2017.1	MGA	MGA	18
M04119	TRANSFAC_v2017.1	MGA	MGA	18
M04120	TRANSFAC_v2017.1	TBR1	TBR1	11
M04121	TRANSFAC_v2017.1	TBX15	TBX15	19
M04124	TRANSFAC_v2017.1	TBX1	TBX1	20
M04125	TRANSFAC_v2017.1	TBX1	TBX1	19
M04127	TRANSFAC_v2017.1	TBX1	TBX1	23
M04128	TRANSFAC_v2017.1	TBX1	TBX1	20
M04130	TRANSFAC_v2017.1	TBX21	TBX21	16
M04132	TRANSFAC_v2017.1	TBX21	TBX21	19
M04133	TRANSFAC_v2017.1	TBX2	TBX2	18
M04136	TRANSFAC_v2017.1	TBX4	TBX4	20
M04138	TRANSFAC_v2017.1	Tbx5	TBX5	20
M04142	TRANSFAC_v2017.1	TEAD1	TEAD1	17
M04143	TRANSFAC_v2017.1	TEAD3	TEAD3	17
M04148	TRANSFAC_v2017.1	TFAP2A	TFAP2A	13
M04153	TRANSFAC_v2017.1	TFAP2C	TFAP2C	13
M04154	TRANSFAC_v2017.1	TFAP2C	TFAP2C	11
M04158	TRANSFAC_v2017.1	ARNTL	ARNTL	10
M04163	TRANSFAC_v2017.1	BHLHE41	BHLHE41	10
M04175	TRANSFAC_v2017.1	MAX	MAX	17
M04191	TRANSFAC_v2017.1	TCF4	TCF4	10
M04196	TRANSFAC_v2017.1	USF1	USF1	10
M04201	TRANSFAC_v2017.1	CEBPB	CEBPB	10
M04204	TRANSFAC_v2017.1	CEBPG	CEBPG	10
M04205	TRANSFAC_v2017.1	CREB3L1	CREB3L1	12
M04206	TRANSFAC_v2017.1	CREB3	CREB3	14
M04217	TRANSFAC_v2017.1	MAFK	MAFK	12
M04218	TRANSFAC_v2017.1	MAFK	MAFK	15
M04226	TRANSFAC_v2017.1	TEF	TEF	12
M04227	TRANSFAC_v2017.1	XBP-1	XBP1	12
M04229	TRANSFAC_v2017.1	FOXB1	FOXB1	14
M04230	TRANSFAC_v2017.1	FOXB1	FOXB1	18
M04232	TRANSFAC_v2017.1	FOXC1	FOXC1	13
M04233	TRANSFAC_v2017.1	FOXC1	FOXC1	14
M04235	TRANSFAC_v2017.1	FOXC2	FOXC2	14
M04236	TRANSFAC_v2017.1	FOXC2	FOXC2	11
M04238	TRANSFAC_v2017.1	FOXD2	FOXD2	14
M04240	TRANSFAC_v2017.1	FOXD3	FOXD3	14
M04241	TRANSFAC_v2017.1	FOXD3	FOXD3	7
M04243	TRANSFAC_v2017.1	FOXG1	FOXG1	12
M04245	TRANSFAC_v2017.1	FOXI1	FOXI1	17
M04247	TRANSFAC_v2017.1	FOXJ2	FOXJ2	8
M04248	TRANSFAC_v2017.1	FOXJ2	FOXJ2	13
M04249	TRANSFAC_v2017.1	FOXJ3	FOXJ3	8
M04250	TRANSFAC_v2017.1	FOXJ3	FOXJ3	14
M04251	TRANSFAC_v2017.1	FOXJ3	FOXJ3	13
M04252	TRANSFAC_v2017.1	FOXK1	FOXK1	10
M04254	TRANSFAC_v2017.1	FOXL1	FOXL1	13
M04255	TRANSFAC_v2017.1	FOXO1	FOXO1	8
M04256	TRANSFAC_v2017.1	FOXO1	FOXO1	14
M04257	TRANSFAC_v2017.1	FOXO1	FOXO1	12
M04258	TRANSFAC_v2017.1	FOXO3	FOXO3	14
M04260	TRANSFAC_v2017.1	FOXO3	FOXO3	11
M04261	TRANSFAC_v2017.1	FOXO4	FOXO4	14
M04263	TRANSFAC_v2017.1	FOXO4	FOXO4	12
M04264	TRANSFAC_v2017.1	FOXO6	FOXO6	14
M04266	TRANSFAC_v2017.1	FOXO6	FOXO6	14
M04280	TRANSFAC_v2017.1	ALX3	ALX3	13
M04281	TRANSFAC_v2017.1	ALX4	ALX4	13
M04289	TRANSFAC_v2017.1	BARHL2	BARHL2	16
M04298	TRANSFAC_v2017.1	Cdx-2	CDX2	9
M04299	TRANSFAC_v2017.1	Dlx-1	DLX1	10
M04300	TRANSFAC_v2017.1	Dlx-2	DLX2	8
M04301	TRANSFAC_v2017.1	dlx-3	DLX3	8
M04302	TRANSFAC_v2017.1	Dlx-4	DLX4	8
M04303	TRANSFAC_v2017.1	Dlx-5	DLX5	8
M04305	TRANSFAC_v2017.1	DMBX1	DMBX1	10
M04306	TRANSFAC_v2017.1	DPRX	DPRX	10
M04313	TRANSFAC_v2017.1	EMX1	EMX1	14
M04317	TRANSFAC_v2017.1	EN1	EN1	14
M04323	TRANSFAC_v2017.1	GBX2	GBX2	14
M04331	TRANSFAC_v2017.1	HESX1	HESX1	15
M04333	TRANSFAC_v2017.1	HMX1	HMX1	11
M04334	TRANSFAC_v2017.1	HMX2	HMX2	11
M04335	TRANSFAC_v2017.1	HMX3	HMX3	11
M04338	TRANSFAC_v2017.1	HNF1B	HNF1B	15
M04339	TRANSFAC_v2017.1	HOXA10	HOXA10	12
M04343	TRANSFAC_v2017.1	HOXA1	HOXA1	10
M04346	TRANSFAC_v2017.1	HOXB13	HOXB13	11
M04349	TRANSFAC_v2017.1	HOXB5	HOXB5	10
M04351	TRANSFAC_v2017.1	HOXC10	HOXC10	10
M04354	TRANSFAC_v2017.1	HOXC11	HOXC11	11
M04355	TRANSFAC_v2017.1	HOXC12	HOXC12	9
M04357	TRANSFAC_v2017.1	HOXC13	HOXC13	10
M04361	TRANSFAC_v2017.1	HOXD12	HOXD12	9
M04364	TRANSFAC_v2017.1	HOXD13	HOXD13	11
M04365	TRANSFAC_v2017.1	HOXD8	HOXD8	10
M04378	TRANSFAC_v2017.1	IRX5	IRX5	12
M04380	TRANSFAC_v2017.1	ISX	ISX	13
M04383	TRANSFAC_v2017.1	LBX2	LBX2	13
M04386	TRANSFAC_v2017.1	LHX2	LHX2	15
M04388	TRANSFAC_v2017.1	LHX6	LHX6	16
M04389	TRANSFAC_v2017.1	LHX6	LHX6	12
M04391	TRANSFAC_v2017.1	LHX9	LHX9	13
M04393	TRANSFAC_v2017.1	LMX1B	LMX1B	8
M04400	TRANSFAC_v2017.1	MEOX2	MEOX2	17
M04401	TRANSFAC_v2017.1	MEOX2	MEOX2	14
M04404	TRANSFAC_v2017.1	Msx-1	MSX1	18
M04406	TRANSFAC_v2017.1	MSX2	MSX2	18
M04413	TRANSFAC_v2017.1	NKX3-1	NKX3-1	9
M04420	TRANSFAC_v2017.1	OTX2	OTX2	15
M04424	TRANSFAC_v2017.1	PDX1	PDX1	18
M04427	TRANSFAC_v2017.1	PHOX2B	PHOX2B	11
M04428	TRANSFAC_v2017.1	PITX1	PITX1	9
M04431	TRANSFAC_v2017.1	PRRX1	PRRX1	8
M04433	TRANSFAC_v2017.1	PRRX2	PRRX2	8
M04436	TRANSFAC_v2017.1	RHOXF1	RHOXF1	9
M04437	TRANSFAC_v2017.1	RHOXF1	RHOXF1	8
M04439	TRANSFAC_v2017.1	SHOX2	SHOX2	8
M04442	TRANSFAC_v2017.1	UNCX	UNCX	13
M04449	TRANSFAC_v2017.1	VENTX	VENTX	21
M04453	TRANSFAC_v2017.1	AR	AR	17
M04456	TRANSFAC_v2017.1	ESRRA	ESRRA	11
M04457	TRANSFAC_v2017.1	ESRRA	ESRRA	17
M04458	TRANSFAC_v2017.1	ESRRA	ESRRA	19
M04460	TRANSFAC_v2017.1	ESRRG	ESRRG	18
M04461	TRANSFAC_v2017.1	ESRRG	ESRRG	17
M04465	TRANSFAC_v2017.1	HNF4A	HNF4A	16
M04466	TRANSFAC_v2017.1	HNF4A	HNF4A	14
M04467	TRANSFAC_v2017.1	HNF4A	HNF4A	16
M04468	TRANSFAC_v2017.1	HNF4A	HNF4A	15
M04469	TRANSFAC_v2017.1	NR2C2	NR2C2	14
M04471	TRANSFAC_v2017.1	NR2E1	NR2E1	14
M04472	TRANSFAC_v2017.1	COUP-TF1	NR2F1	15
M04473	TRANSFAC_v2017.1	COUP-TF1	NR2F1	16
M04474	TRANSFAC_v2017.1	COUP-TF1	NR2F1	8
M04475	TRANSFAC_v2017.1	NR2F6	NR2F6	14
M04478	TRANSFAC_v2017.1	NR4A2	NR4A2	17
M04479	TRANSFAC_v2017.1	NR4A2	NR4A2	16
M04480	TRANSFAC_v2017.1	NR4A2	NR4A2	11
M04481	TRANSFAC_v2017.1	RARA	RARA	15
M04482	TRANSFAC_v2017.1	RARA	RARA	18
M04483	TRANSFAC_v2017.1	RARA	RARA	17
M04484	TRANSFAC_v2017.1	RARG	RARG	16
M04485	TRANSFAC_v2017.1	RARG	RARG	18
M04486	TRANSFAC_v2017.1	RARG	RARG	17
M04487	TRANSFAC_v2017.1	RORA	RORA	20
M04488	TRANSFAC_v2017.1	RORA	RORA	19
M04489	TRANSFAC_v2017.1	RXRA	RXRA	14
M04490	TRANSFAC_v2017.1	RXRA	RXRA	14
M04492	TRANSFAC_v2017.1	RXRG	RXRG	14
M04494	TRANSFAC_v2017.1	THRA	THRA	18
M04495	TRANSFAC_v2017.1	THRB	THRB	18
M04497	TRANSFAC_v2017.1	THRB	THRB	20
M04498	TRANSFAC_v2017.1	VDR	VDR	16
M04505	TRANSFAC_v2017.1	PITX1	PITX1	8
M04512	TRANSFAC_v2017.1	ZSCAN16	ZSCAN16	18
M04513	TRANSFAC_v2017.1	ZNF713	ZNF713	17
M04515	TRANSFAC_v2017.1	E2F-1	E2F1	12
M04518	TRANSFAC_v2017.1	E2F-4	E2F4	12
M04519	TRANSFAC_v2017.1	E2F-4	E2F4	12
M04521	TRANSFAC_v2017.1	Sox-10	SOX10	15
M04522	TRANSFAC_v2017.1	Sox-10	SOX10	16
M04523	TRANSFAC_v2017.1	Sox-10	SOX10	15
M04524	TRANSFAC_v2017.1	Sox-10	SOX10	15
M04525	TRANSFAC_v2017.1	Sox-10	SOX10	14
M04526	TRANSFAC_v2017.1	Sox-14	SOX14	12
M04527	TRANSFAC_v2017.1	Sox-14	SOX14	15
M04528	TRANSFAC_v2017.1	Sox-14	SOX14	13
M04529	TRANSFAC_v2017.1	Sox-15	SOX15	15
M04530	TRANSFAC_v2017.1	Sox-15	SOX15	15
M04531	TRANSFAC_v2017.1	Sox-15	SOX15	15
M04532	TRANSFAC_v2017.1	Sox-18	SOX18	15
M04533	TRANSFAC_v2017.1	Sox-18	SOX18	15
M04534	TRANSFAC_v2017.1	Sox-18	SOX18	15
M04536	TRANSFAC_v2017.1	Sox-21	SOX21	16
M04537	TRANSFAC_v2017.1	Sox-21	SOX21	13
M04539	TRANSFAC_v2017.1	Sox-2	SOX2	17
M04540	TRANSFAC_v2017.1	Sox-2	SOX2	17
M04541	TRANSFAC_v2017.1	Sox-2	SOX2	15
M04543	TRANSFAC_v2017.1	Sox-7	SOX7	16
M04544	TRANSFAC_v2017.1	Sox-7	SOX7	17
M04546	TRANSFAC_v2017.1	Sox-8	SOX8	15
M04547	TRANSFAC_v2017.1	Sox-8	SOX8	13
M04548	TRANSFAC_v2017.1	Sox-8	SOX8	17
M04549	TRANSFAC_v2017.1	Sox-9	SOX9	16
M04550	TRANSFAC_v2017.1	Sox-9	SOX9	16
M04551	TRANSFAC_v2017.1	Sox-9	SOX9	16
M04552	TRANSFAC_v2017.1	Sox-9	SOX9	17
M04553	TRANSFAC_v2017.1	Sox-9	SOX9	17
M04554	TRANSFAC_v2017.1	Sox-9	SOX9	17
M04555	TRANSFAC_v2017.1	SRY	SRY	15
M04556	TRANSFAC_v2017.1	SRY	SRY	16
M04557	TRANSFAC_v2017.1	SRY	SRY	13
M04558	TRANSFAC_v2017.1	SRY	SRY	13
M04595	TRANSFAC_v2017.1	SALL2	SALL2	7
M04610	TRANSFAC_v2017.1	CDP	CUX1|NPPA	13
M04611	TRANSFAC_v2017.1	FOXM1	FOXM1	11
M04613	TRANSFAC_v2017.1	HLTF	HLTF	17
M04614	TRANSFAC_v2017.1	Ipf1	PDX1	10
M04616	TRANSFAC_v2017.1	islet1	ISL1	8
M04617	TRANSFAC_v2017.1	LRF	CREBRF|ZBTB7A	12
M04619	TRANSFAC_v2017.1	MTF-1	MTF1	10
M04622	TRANSFAC_v2017.1	Nur77	NR4A1	10
M04623	TRANSFAC_v2017.1	Otx2	OTX2	8
M04624	TRANSFAC_v2017.1	Pax-4	PAX4	11
M04625	TRANSFAC_v2017.1	PLZF	ZBTB16	10
M04626	TRANSFAC_v2017.1	Prop-1	PROP1	8
M04627	TRANSFAC_v2017.1	Rfx1	RFX1	14
M04631	TRANSFAC_v2017.1	RREB-1	RREB1	11
M04632	TRANSFAC_v2017.1	SREBP-1	SREBF1	13
M04633	TRANSFAC_v2017.1	TCF-4	TCF4|TCF7L2	10
M04635	TRANSFAC_v2017.1	TEF-5	TEAD3	8
M04636	TRANSFAC_v2017.1	TFII-I	GTF2I	10
M04643	TRANSFAC_v2017.1	Foxn2	FOXN2	23
M04645	TRANSFAC_v2017.1	Foxn4	FOXN4	22
M04647	TRANSFAC_v2017.1	Foxr1	FOXR1	22
M04678	TRANSFAC_v2017.1	Six-5	SIX5	9
M04679	TRANSFAC_v2017.1	USF2	USF2	9
M04680	TRANSFAC_v2017.1	SRF	SRF	9
M04681	TRANSFAC_v2017.1	JunD	JUND	9
M04682	TRANSFAC_v2017.1	Six-5	SIX5	9
M04683	TRANSFAC_v2017.1	NF-YA	NFYA	14
M04684	TRANSFAC_v2017.1	ATF-3	ATF3	9
M04685	TRANSFAC_v2017.1	NF-E2	NFE2	9
M04687	TRANSFAC_v2017.1	BRCA1	BRCA1	9
M04689	TRANSFAC_v2017.1	CTCF	CTCF	21
M04690	TRANSFAC_v2017.1	C/EBPbeta	CEBPB	9
M04691	TRANSFAC_v2017.1	Kaiso	ZBTB33	9
M04692	TRANSFAC_v2017.1	c-ets-1	ETS1	13
M04693	TRANSFAC_v2017.1	c-Fos	FOS	9
M04694	TRANSFAC_v2017.1	NRF-1	NRF1	14
M04695	TRANSFAC_v2017.1	REST	REST	14
M04696	TRANSFAC_v2017.1	YY1	YY1	22
M04697	TRANSFAC_v2017.1	Rad21	RAD21	19
M04698	TRANSFAC_v2017.1	GABP-alpha	GAPBA	9
M04699	TRANSFAC_v2017.1	MafK	MAFK	9
M04702	TRANSFAC_v2017.1	REST	REST	9
M04703	TRANSFAC_v2017.1	c-ets-1	ETS1	9
M04704	TRANSFAC_v2017.1	BCLAF1	BCLAF1	9
M04706	TRANSFAC_v2017.1	RelA	RELA	9
M04707	TRANSFAC_v2017.1	rfx5	RFX5	9
M04708	TRANSFAC_v2017.1	SMC-3	SMC3	14
M04710	TRANSFAC_v2017.1	CHD2	CHD2	9
M04711	TRANSFAC_v2017.1	PU.1	SPI1	9
M04713	TRANSFAC_v2017.1	GATA-1	GATA1	9
M04714	TRANSFAC_v2017.1	Elf-1	EFNA2	9
M04715	TRANSFAC_v2017.1	Oct-2	POU2F2	7
M04716	TRANSFAC_v2017.1	B-ATF	MIR7641-2|BATF	10
M04718	TRANSFAC_v2017.1	TR4	NR2C2	9
M04719	TRANSFAC_v2017.1	HNF-4gamma	HNF4G	12
M04720	TRANSFAC_v2017.1	DEC1	DEC1	9
M04721	TRANSFAC_v2017.1	STAT1	STAT1	9
M04722	TRANSFAC_v2017.1	PU.1	SPI1	9
M04723	TRANSFAC_v2017.1	Thap1	THAP1	24
M04724	TRANSFAC_v2017.1	Mxi1	MXI1	15
M04726	TRANSFAC_v2017.1	REST	REST	9
M04727	TRANSFAC_v2017.1	CTCF	CTCF	10
M04729	TRANSFAC_v2017.1	COE1	EBF1	9
M04731	TRANSFAC_v2017.1	Blimp-1	PRDM1	9
M04732	TRANSFAC_v2017.1	Staf	ZNF143	9
M04734	TRANSFAC_v2017.1	CTCF	CTCF	8
M04735	TRANSFAC_v2017.1	Oct3	SLC22A3|POU5F1	14
M04737	TRANSFAC_v2017.1	HNF-3alpha	FOXA1	9
M04738	TRANSFAC_v2017.1	ER-alpha	ESR1	14
M04739	TRANSFAC_v2017.1	Rad21	RAD21	7
M04741	TRANSFAC_v2017.1	SREBP-1	SREBF1	14
M04743	TRANSFAC_v2017.1	c-Myc	MYC	10
M04744	TRANSFAC_v2017.1	ATF-3	ATF3	20
M04745	TRANSFAC_v2017.1	CTCF	CTCF	13
M04746	TRANSFAC_v2017.1	E2F-1	E2F1	9
M04747	TRANSFAC_v2017.1	Staf	ZNF143	9
M04748	TRANSFAC_v2017.1	GABP-alpha	GAPBA	9
M04749	TRANSFAC_v2017.1	p300	EP300	14
M04750	TRANSFAC_v2017.1	GR	NR3C1	14
M04752	TRANSFAC_v2017.1	Rad21	RAD21	9
M04754	TRANSFAC_v2017.1	Pax-5	PAX5	18
M04756	TRANSFAC_v2017.1	sin3A	SIN3A	14
M04758	TRANSFAC_v2017.1	MEF-2C	MEF2C	14
M04759	TRANSFAC_v2017.1	Max	MAX	9
M04760	TRANSFAC_v2017.1	GR	NR3C1	9
M04761	TRANSFAC_v2017.1	HSF1	HSF1	9
M04763	TRANSFAC_v2017.1	CTCFL	CTCFL	9
M04764	TRANSFAC_v2017.1	GR	NR3C1	14
M04770	TRANSFAC_v2017.1	TAFII250	TAF1	9
M04771	TRANSFAC_v2017.1	CTCF	CTCF	7
M04774	TRANSFAC_v2017.1	BAF170	SMARCC2	9
M04775	TRANSFAC_v2017.1	TCF-4	TCF4|TCF7L2	9
M04776	TRANSFAC_v2017.1	JunD	JUND	12
M04780	TRANSFAC_v2017.1	MafF	MAFF	11
M04781	TRANSFAC_v2017.1	TR4	NR2C2	9
M04784	TRANSFAC_v2017.1	c-Myc	MYC	9
M04785	TRANSFAC_v2017.1	Rad21	RAD21	9
M04788	TRANSFAC_v2017.1	IRF-1	IRF1	14
M04789	TRANSFAC_v2017.1	HNF-3alpha	FOXA1	9
M04790	TRANSFAC_v2017.1	E2F-6	E2F6	9
M04794	TRANSFAC_v2017.1	TAFII250	TAF1	7
M04795	TRANSFAC_v2017.1	BCL-11A	BCL11A	9
M04797	TRANSFAC_v2017.1	Egr-1	EGR1	9
M04799	TRANSFAC_v2017.1	Sin3A	SIN3A	10
M04802	TRANSFAC_v2017.1	c-Fos	FOS	8
M04803	TRANSFAC_v2017.1	JunD	JUND	14
M04804	TRANSFAC_v2017.1	PBX3	PBX3	9
M04806	TRANSFAC_v2017.1	HTF4	TCF12	7
M04807	TRANSFAC_v2017.1	PBX3	PBX3	20
M04808	TRANSFAC_v2017.1	HNF4alpha	HNF4A	8
M04810	TRANSFAC_v2017.1	USF2	USF2	8
M04811	TRANSFAC_v2017.1	RelA-p65	RELA	11
M04813	TRANSFAC_v2017.1	HTF4	TCF12	9
M04814	TRANSFAC_v2017.1	RelA-p65	RELA	9
M04815	TRANSFAC_v2017.1	ESET	SETDB1	24
M04816	TRANSFAC_v2017.1	BCL-3	BCL3	9
M04817	TRANSFAC_v2017.1	Kaiso	ZBTB33	10
M04818	TRANSFAC_v2017.1	IRF-4	IRF4	9
M04819	TRANSFAC_v2017.1	hdac2	HDAC2	9
M04822	TRANSFAC_v2017.1	c-ets-1	ETS1	7
M04823	TRANSFAC_v2017.1	E2F-4	E2F4	12
M04824	TRANSFAC_v2017.1	CTCF	CTCF	8
M04826	TRANSFAC_v2017.1	p300	EP300	7
M04829	TRANSFAC_v2017.1	STAT3	STAT3	8
M04831	TRANSFAC_v2017.1	ZEB1	ZEB1	7
M04832	TRANSFAC_v2017.1	Egr-1	EGR1	9
M04833	TRANSFAC_v2017.1	p300	EP300	14
M04837	TRANSFAC_v2017.1	nanog	NANOG	14
M04839	TRANSFAC_v2017.1	hdac2	HDAC2	19
M04840	TRANSFAC_v2017.1	MEF-2C	MEF2C	8
M04841	TRANSFAC_v2017.1	rfx5	RFX5	8
M04843	TRANSFAC_v2017.1	SMC-3	SMC3	8
M04844	TRANSFAC_v2017.1	Max	MAX	7
M04845	TRANSFAC_v2017.1	LRF	CREBRF|ZBTB7A	9
M04846	TRANSFAC_v2017.1	MEF-2C	MEF2C	8
M04848	TRANSFAC_v2017.1	TAFII250	TAF1	7
M04849	TRANSFAC_v2017.1	RelA-p65	RELA	8
M04850	TRANSFAC_v2017.1	Rad21	RAD21	10
M04853	TRANSFAC_v2017.1	REST	REST	7
M04854	TRANSFAC_v2017.1	SMC-3	SMC3	10
M04855	TRANSFAC_v2017.1	IRF-4	IRF4	7
M04856	TRANSFAC_v2017.1	B-ATF	MIR7641-2|BATF	8
M04858	TRANSFAC_v2017.1	thap1	THAP1	9
M04859	TRANSFAC_v2017.1	SMC-3	SMC3	7
M04860	TRANSFAC_v2017.1	RXRalpha	RXRA	9
M04861	TRANSFAC_v2017.1	Six-5	SIX5	9
M04862	TRANSFAC_v2017.1	NRF-1	NRF1	7
M04864	TRANSFAC_v2017.1	GATA-2	GATA2	10
M04866	TRANSFAC_v2017.1	hdac2	HDAC2	9
M04868	TRANSFAC_v2017.1	p300	EP300	8
M04869	TRANSFAC_v2017.1	Egr-1	EGR1	9
M04870	TRANSFAC_v2017.1	hdac2	HDAC2	8
M04873	TRANSFAC_v2017.1	ERR1	ESRRA	12
M04875	TRANSFAC_v2017.1	GR	NR3C1	7
M04879	TRANSFAC_v2017.1	c-Jun	JUN	9
M04880	TRANSFAC_v2017.1	TBP	TBP	9
M04881	TRANSFAC_v2017.1	ER-alpha	ESR1	9
M04883	TRANSFAC_v2017.1	HTF4	TCF12	7
M04886	TRANSFAC_v2017.1	c-Ets-1	ETS1	9
M04887	TRANSFAC_v2017.1	HTF4	TCF12	7
M04888	TRANSFAC_v2017.1	TAFII250	TAF1	14
M04889	TRANSFAC_v2017.1	chd2	CHD2	7
M04890	TRANSFAC_v2017.1	B-ATF	MIR7641-2|BATF	9
M04891	TRANSFAC_v2017.1	nanog	NANOG	9
M04892	TRANSFAC_v2017.1	Egr-1	EGR1	24
M04893	TRANSFAC_v2017.1	TAFII250	TAF1	9
M04895	TRANSFAC_v2017.1	E2F-1	E2F1	7
M04896	TRANSFAC_v2017.1	AP-2alpha	TFAP2A	14
M04897	TRANSFAC_v2017.1	Fra-1	FOSL1	7
M04898	TRANSFAC_v2017.1	nanog	NANOG	9
M04901	TRANSFAC_v2017.1	p300	EP300	7
M04904	TRANSFAC_v2017.1	POLR3A	POLR3A	13
M04905	TRANSFAC_v2017.1	E2F-4	E2F4	9
M04906	TRANSFAC_v2017.1	sin3A	SIN3A	8
M04908	TRANSFAC_v2017.1	YY1	YY1	9
M04909	TRANSFAC_v2017.1	FPM315	ZNF263	9
M04910	TRANSFAC_v2017.1	GATA-3	GATA3	8
M04912	TRANSFAC_v2017.1	HNF-3alpha	FOXA1	7
M04913	TRANSFAC_v2017.1	LRF	CREBRF|ZBTB7A	7
M04915	TRANSFAC_v2017.1	TBP	TBP	9
M04916	TRANSFAC_v2017.1	TAFII250	TAF1	9
M04918	TRANSFAC_v2017.1	Egr-1	EGR1	7
M04921	TRANSFAC_v2017.1	HNF-4gamma	HNF4G	8
M04922	TRANSFAC_v2017.1	RXRalpha	RXRA	7
M04923	TRANSFAC_v2017.1	Kaiso	ZBTB33	9
M04924	TRANSFAC_v2017.1	COE1	EBF1	12
M04925	TRANSFAC_v2017.1	RNF96	TRIM28	8
M04926	TRANSFAC_v2017.1	REST	REST	8
M04927	TRANSFAC_v2017.1	HNF-3alpha	FOXA1	7
M04930	TRANSFAC_v2017.1	HNF-3alpha	FOXA1	8
